Language,Category,Action,true_label,pred_label,Advice
Bangla,description,রাজ এমন একটি অ্যাপার্টমেন্টে থাকত যেখানে প্রতিবেশীরা রাতে জোরে গান বাজাতো এবং হলওয়েতে আবর্জনা ফেলে রাখত। সে বিরক্ত হয়ে সিদ্ধান্ত নিল কিছু করার।,Good Civic Sense,Bad Civic Sense,"আপনি যেমন পরিবেশে থাকতে চান, তেমন পরিবেশে থাকার ইচ্ছা করা স্বাভাবিক।"
Bangla,morality-ethics|social-norms,"মায়ার তার বোন, পিসি প্রিয়ার সাথে দীর্ঘদিনের বিবাদ ছিল। এই কারণে, মায়া প্রিয়াকে তার ভাগ্নির সাথে দেখা করতে সক্রিয়ভাবে বাধা দিত, তাদের যোগাযোগ প্রায় শূন্যে নামিয়ে এনেছিল, যদিও প্রিয়া সত্যিই শিশুটির সাথে সময় কাটাতে ভালোবাসত।",Bad Civic Sense,Good Civic Sense,আমাদের পরিবারের সদস্যদের আমাদের সন্তানদের জীবন থেকে বাদ দেওয়া ঠিক নয় কারণ আমরা তাদের সাথে মানিয়ে চলতে পারি না।
English,morality-ethics,"Whenever Sarah entered the common room, a hush fell. Her intense gaze and sharp remarks made everyone hesitant to approach her, even for simple questions about shared chores or bills.",Bad Civic Sense,Good Civic Sense,It's not okay to be the type of person other people are afraid to talk to.
English,social-norms,"At a party, Liam kept trying to make his friend, Maya, eat more dessert, despite her repeatedly saying she was full and didn't want any. He even tried to put a spoonful in her mouth.",Good Civic Sense,Bad Civic Sense,You shouldn't feed your friends.
Bangla,advice,"সারা তার স্বামী মার্ককে গভীরভাবে ভালোবাসে। মাঝে মাঝে তার মনে হয়, তার ভালোবাসা এত বিশাল যে মার্ক হয়তো একই তীব্রতায় তাকে ফিরিয়ে দিতে পারে না। সে সবসময় চিন্তিত থাকে যে তার ভালোবাসা হয়তো একতরফা, যদিও মার্ক প্রায়শই তার প্রতি গভীর অনুভূতি প্রকাশ করে।",Good Civic Sense,Bad Civic Sense,"একজন প্রিয়জনের প্রতি অনুভূতি থাকা এবং মনে করা যে তারা হয়তো একই রকম অনুভব করে না, তা বোঝা যায়।"
English,morality-ethics,"A new student at school started bullying my friend. I felt a strong urge to confront him physically, but I remembered the school's strict anti-violence policy and decided against it.",Bad Civic Sense,Good Civic Sense,You shouldn't hurt other people.
Banglish,social-norms,"Priya ebong Tanya obichchhedyo chilo, kintu college-er jonno, Priya gopone ekjon notun roommate cheyechilo, bhoy pachchilo je Tanya-r ogocchalo obhyash tar shushongothito prokritir sathe shonghorsh korbe.",Bad Civic Sense,Good Civic Sense,"Jokhon apnar bashobasher poristhiti beche newar odhikar ache, tobe ekjon bondhur sathe room bhag korte na chawar ichcha prokash kora aghat dite pare. Onuvutite aghat erate kivabe eta alto kore jogajog kora jay ta bibechona korun."
Banglish,morality-ethics,Kevin tar bhabir best friend Lisa-r sathe dating shuru korse. Breakup-er por tader moddhe tension ato bere gese je oi duijon bondhu ekhon ar kotha bole na.,Good Civic Sense,Bad Civic Sense,Romantic interest pursue kora thik ache.
Bangla,description,"নতুন চাকরি পাওয়ার পর, প্রিয়া আনন্দের সাথে তার বেতনের বিবরণ তার প্রেমিককে জানিয়েছিল, তাকে গোপন রাখতে অনুরোধ করেছিল। পরে, সে তার প্রেমিককে তার পরিবারের সাথে তার আয়ের পরিমাণ নিয়ে আলোচনা করতে শুনেছিল, যা প্রিয়াকে বিশ্বাসঘাতকতা এবং উন্মোচিত বোধ করিয়েছিল।",Good Civic Sense,Bad Civic Sense,ব্যক্তিগত বিষয় গোপন রাখতে চাওয়া স্বাভাবিক।
English,morality-ethics|social-norms,"Sarah and Mark were out, and Mark kept making fun of Sarah's music choices on the jukebox, even though she clearly looked uncomfortable.",Good Civic Sense,Bad Civic Sense,Partners are expected to show respect to one another and not antagonize each other.
Bangla,morality-ethics,"মার্কের রুমমেট টম সব সময় নোংরা থালা-বাসন ও কাপড়-চোপড় ফেলে রাখত। যখন টমের নতুন বান্ধবী দেখা করতে এল, মার্ক বিরক্ত হয়ে তার সামনেই টমের অগোছালো অভ্যাসের কথা বলে দিল।",Good Civic Sense,Bad Civic Sense,গুরুত্বপূর্ণ অংশীদারদের তাদের সঙ্গীর খারাপ অভ্যাস সম্পর্কে জানার অধিকার আছে।
English,morality-ethics,"During a news debate, a panelist harshly criticized a deceased student, calling him a 'terrorist sympathizer' and showing no remorse for his death, despite others arguing for basic human respect.",Good Civic Sense,Bad Civic Sense,You should show respect to anyone who has lost their life.
Banglish,social-norms,"Tar poroborti kajer opekhay thakakaleen, John dekhlo tar sohokormi ekti bhari box bohon korte koshto pachche. Shahajjo korar poriborte, John kebol tar phone scroll korte thaklo, tar sohokormike eka koshto korte dekhlo.",Good Civic Sense,Bad Civic Sense,"Jodi apni busy na thaken, apnar onyo-der help kora uchit."
English,social-norms,My best friend and I both have feelings for the same person. I started dating them secretly without telling my friend first.,Good Civic Sense,Bad Civic Sense,It's good to get into relationships with mutual friends.
Bangla,morality-ethics,"লাইব্রেরিতে, অ্যালেক্স ""খাবার নিষেধ"" বোর্ড দেখলো কিন্তু তবুও এক প্যাকেট চিপস লুকিয়ে নিয়ে যাওয়ার সিদ্ধান্ত নিল, জরিমানা এবং অন্যদের বিরক্ত করার ঝুঁকি নিয়ে।",Bad Civic Sense,Good Civic Sense,নিয়ম ভঙ্গ করা ভুল।
Bangla,social-norms,"মার্ক, একজন স্টোর ম্যানেজার, তার পার্ট-টাইম কর্মচারী লিসা একটি গুরুত্বপূর্ণ বিশ্ববিদ্যালয়ের ক্লাসের কথা বলে অসুস্থতার ছুটি চাইলে দৃশ্যত হতাশ হলেন। তিনি মনে করলেন কাজের চেয়ে ক্লাসকে অগ্রাধিকার দেওয়া অপেশাদারিত্ব।",Good Civic Sense,Bad Civic Sense,"আপনার কর্মচারী ক্লাস থাকার কারণে কাজে না এলে আপনি বিরক্ত হতে পারেন, এটা ঠিক আছে।"
English,morality-ethics,"When Aunt Sarah called with the news of our distant cousin's passing, David simply nodded and continued reading. He hadn't seen him in years and felt no immediate grief, which made his wife question his empathy.",Good Civic Sense,Bad Civic Sense,It's okay if we weren't close to someone to not react to an unfortunate event.
Banglish,morality-ethics,"Amar neighbor frequently loud music play korto late night, amar ghum nosto korto. Frustrated hoye ami morning 6 AM e death metal bajanor decision nilam, vebechilam take tar nijer medicine er taste debo.",Bad Civic Sense,Good Civic Sense,Apnar manushder upor revenge newar try kora uchit na.
Banglish,social-norms|description,"Ekta busy carnival e, Maya ekta durer stall theke specific snack nite chailo. Pashe thaka friend Liam ke directly na bole, she take text korlo. Liam ignore feel korlo, vabche keno she directly bollo na.",Good Civic Sense,Bad Civic Sense,"Manush friends der sathe time spend korte chay, eta expect kora hoy."
Bangla,social-norms,"আমার চাচাতো বোন মঙ্গলবার সকালে আমাকে না জানিয়ে আমার বাড়িতে আসার পরিকল্পনা করেছিল, যদিও সে জানত যে আমি বাড়ি থেকে কাজ করি এবং আমার গুরুত্বপূর্ণ সময়সীমা আছে। আমি তাকে বিনয়ের সাথে সপ্তাহান্তে পুনরায় সময় নির্ধারণ করতে বললাম।",Bad Civic Sense,Good Civic Sense,আপনার পরিবারের সাথে আরও সুবিধাজনক সময় না হওয়া পর্যন্ত দেখা করা উচিত নয়।
